0	0.6260240330	0.4278592980	0.3653962160
1	0.6143652270	0.3872984040	0.3649706400
2	0.5902265830	0.5088369970	0.4151328780
3	0.5891792250	0.3846777640	0.3644888350
4	0.5888248560	0.3860661320	0.3881525210
5	0.5880799950	0.3934383420	0.3684654760
6	0.5853589440	0.3870607720	0.3668278740
7	0.6054018550	0.3894459060	0.3665407640
8	0.5914060870	0.3913192190	0.3689445950
9	0.6024242290	0.3867826790	0.3646582650
10	0.5868834980	0.3876687600	0.3642320630
11	0.5924554670	0.4242713210	0.3666979540
12	0.5938012430	0.3884220420	0.3693980400
13	0.5879352860	0.4002663600	0.3771063440
14	0.5843483230	0.4050233700	0.3700541700
15	0.5856109790	0.3866581360	0.3727475600
16	0.6078048990	0.3854055420	0.3644242790
17	0.5860864730	0.3836167970	0.3658878940
18	0.5852589070	0.3831282850	0.3659774160
19	0.5904414110	0.3921373650	0.3670833960
20	0.6853084560	0.4374062520	0.3694474390
21	0.5882151050	0.3840108550	0.3677123750
22	0.5899807660	0.3831126350	0.3676310490
23	0.5852533860	0.3964016030	0.3653665850
24	0.5888367510	0.3888267540	0.3653637140
25	0.5857397560	0.3839498910	0.3712543610
26	0.5877606930	0.4962944060	0.4083100740
27	0.5841675700	0.3849383600	0.3645359640
28	0.5891962860	0.3862610610	0.3687844060
29	0.5868991640	0.4960979340	0.4051737300
30	0.5836650800	0.3878609150	0.3705813320
31	0.5882035320	0.3849313000	0.3673892880
32	0.5943420610	0.4991615930	0.4792938200
33	0.6007820060	0.3869762150	0.4244416420
34	0.6511322630	0.4249914460	0.3734828680
35	0.6422365260	0.4877160790	0.4863720130
36	0.5890036860	0.3863891470	0.3666656890
37	0.5864475310	0.3942388360	0.3678904340
38	0.5876077470	0.3832405120	0.3667562850
39	0.5833754460	0.3831505470	0.3852922160
40	0.5851682210	0.3838096080	0.4768592330
41	0.7059772520	0.4448110160	0.3633360520
42	0.7034892050	0.4325265490	0.3651848840
43	0.5908927760	0.4864880200	0.3671117320
44	0.6031570640	0.3851292640	0.3684559520
45	0.5850596910	0.3840129530	0.3674897680
46	0.5858992910	0.3849814910	0.3660069240
47	0.5878135130	0.3828071520	0.3937378670
48	0.5870738140	0.3847712160	0.3695412350
49	0.6414469980	0.4325182980	0.3647221230
50	0.5877262910	0.3886862080	0.3680556160
51	0.6928273330	0.4609830280	0.4097589160
52	0.6841862450	0.3857314320	0.3644635130
53	0.5873894280	0.3874095900	0.3665980620
54	0.5881419340	0.3857965570	0.3668453980
55	0.6056273560	0.3892752600	0.4156484100
56	0.6549780310	0.3833134340	0.3783814400
57	0.5969631550	0.3836570600	0.3672907470
58	0.5840501870	0.3855850100	0.3659831230
59	0.6088828890	0.3842938000	0.3668965420
60	0.5893024520	0.3843820120	0.3649907880
61	0.5872690070	0.3876500350	0.3700159570
62	0.5895812260	0.3867309330	0.3674453770
63	0.5923272380	0.3862126060	0.3676633140
64	0.5851642730	0.3865378160	0.3662276040
65	0.5870611840	0.3864934370	0.3672105050
66	0.5909041190	0.4056057350	0.3649020440
67	0.5854680450	0.3833455410	0.3666621470
68	0.5833248880	0.3848807250	0.3685680330
69	0.5833271770	0.4035152780	0.3677455240
70	0.5854149660	0.3862669540	0.3641404700
71	0.5854207680	0.3844439610	0.3660429930
72	0.5864731090	0.3834700450	0.3659076220
73	0.5860233260	0.3861035280	0.4210195120
74	0.6618722940	0.3844006770	0.3649922420
75	0.5844594350	0.3845634160	0.3648268960
76	0.5865939870	0.3849447660	0.3654655820
77	0.5875894810	0.3840398030	0.3688434770
78	0.5823384140	0.3854798420	0.3646998530
79	0.6022866110	0.3850883910	0.3830760670
80	0.5871215680	0.3840175580	0.4654891940
81	0.5865186090	0.3834253580	0.3659389510
82	0.5866471230	0.3832683660	0.3636173560
83	0.5831172930	0.3848919820	0.3767094940
84	0.5865683260	0.3834918770	0.3663333750
85	0.5858444720	0.3937027940	0.3659862780
86	0.5848524670	0.3841326950	0.3655375590
87	0.5877393560	0.3866557770	0.3656329500
88	0.5903235340	0.3855357650	0.3669888580
89	0.5842917130	0.3822852780	0.3645110540
90	0.5859927810	0.3845174650	0.3649659760
91	0.5885014360	0.3842207010	0.3666358940
92	0.5870987120	0.3843314630	0.3675913420
93	0.6730455700	0.3844188120	0.3682911750
94	0.5853691000	0.3849252800	0.3664887830
95	0.5848873860	0.3868853230	0.3770284890
96	0.5873777280	0.3860978530	0.3653168250
97	0.5862388290	0.3844532900	0.3672207930
98	0.5880056870	0.3858096430	0.3636155330
99	0.5859563680	0.3845556980	0.3651334660
100	0.5880452640	0.3851817050	0.3664774490
101	0.5854675710	0.3847564140	0.3650390040
102	0.6021567950	0.3835791110	0.3666892160
103	0.5874326750	0.4922698120	0.4647447420
104	0.6922457820	0.3838379240	0.3646438100
105	0.5834749460	0.4108834010	0.3664360360
106	0.5844384280	0.3855606190	0.3671449680
107	0.6182455570	0.3843738660	0.3661404140
108	0.5998273710	0.3840305850	0.3668375870
109	0.5848278680	0.3847878920	0.3675982800
110	0.5871209320	0.3871365510	0.3645810050
111	0.5866284920	0.3837079090	0.3654635960
112	0.5865164300	0.3853591620	0.3664038700
113	0.5861733410	0.3842366290	0.3682437810
114	0.5870637340	0.4094500900	0.3669357790
115	0.5857117450	0.3841301150	0.3636868910
116	0.5859835680	0.3848163560	0.3691426800
117	0.5862846830	0.3830610580	0.3815172700
118	0.5862536660	0.3858734530	0.3688424240
119	0.5905127660	0.3895071490	0.4254387610
120	0.6978811670	0.3840230400	0.3661835870
121	0.5853572940	0.3835249800	0.3663940880
122	0.7095234650	0.4777397560	0.3669531980
123	0.5855308690	0.3873453520	0.3671000290
124	0.5859907300	0.3836489560	0.3656896750
125	0.5856180250	0.3847627220	0.3785742420
126	0.5863333800	0.3838855270	0.3652374170
127	0.5868030270	0.3848779490	0.3684482180
128	0.5879117550	0.3834206710	0.3655501770
129	0.5907293120	0.3879880780	0.3660245970
130	0.5879521010	0.3885667700	0.3674768530
131	0.5863230590	0.3856069570	0.3658030090
132	0.5869834320	0.5041453380	0.3661295700
133	0.5850384010	0.4088664640	0.3665701250
134	0.5866304300	0.3859845940	0.3655874270
135	0.5846017600	0.3850325800	0.3653883600
136	0.5898145060	0.4995905710	0.4639060200
137	0.5880480630	0.3857423810	0.3667714710
138	0.5887282120	0.3868195950	0.3654330100
139	0.5842273500	0.3831213010	0.3651485690
140	0.6089878580	0.3832094700	0.3655534800
141	0.5855108170	0.3844441600	0.3666877780
142	0.5846988660	0.3844151300	0.3677466760
143	0.5910023050	0.3860161010	0.3673052920
144	0.5871303420	0.3855863690	0.3665656510
145	0.5846000140	0.3852955280	0.3720301220
146	0.5859290240	0.3856791290	0.3651241850
147	0.5851859100	0.3836165750	0.3691759830
148	0.5853520250	0.3853145480	0.3679893830
149	0.5891987270	0.3858577840	0.3694955430
150	0.5872306860	0.4038010880	0.3668393160
151	0.5863367330	0.3870295960	0.3648028100
152	0.5979580570	0.3837326730	0.3647751800
153	0.5898415760	0.3839714810	0.3647188550
154	0.5880084440	0.3845715900	0.4797361220
155	0.6995814080	0.3828586450	0.3652942560
156	0.5852988690	0.3852510320	0.3693774880
157	0.5908224110	0.3846159190	0.3837136630
158	0.5855908940	0.3853346400	0.3690436400
159	0.5822687520	0.3849892400	0.3641340910
160	0.5843840760	0.3837884690	0.3643886650
161	0.5866736640	0.4012911940	0.3754002290
162	0.5868328070	0.3862094340	0.3646514920
163	0.5880759310	0.3861436420	0.3664346970
164	0.5872158930	0.3834868410	0.3674531560
165	0.5881597370	0.3858142950	0.3734579470
166	0.7501717490	0.4610478470	0.3768081940
167	0.5903598550	0.3891794280	0.3747018010
168	0.5916874490	0.3875416140	0.3663108070
169	0.6004431420	0.4496657930	0.3660799940
170	0.6367971640	0.4691910230	0.4821007460
171	0.6322990430	0.3854297820	0.3655538450
172	0.6212375010	0.4912126300	0.4672077470
173	0.5850005890	0.3847064460	0.3655782040
174	0.5827579430	0.3832191070	0.3645737790
175	0.5828527330	0.3840541380	0.3646444450
176	0.5835711320	0.3881234930	0.3700918170
177	0.5923154900	0.3896130660	0.3706035730
178	0.5871295630	0.3840627790	0.3668401830
179	0.5855749730	0.3835464000	0.3653579520
180	0.5859433780	0.3868834580	0.3677777860
181	0.5886127880	0.3847967980	0.3677285570
182	0.5878017300	0.3856035850	0.3674033550
183	0.5850173850	0.3866816040	0.3683234130
184	0.5841629910	0.3873210150	0.3681291410
185	0.5875489050	0.3865958360	0.4740832590
186	0.5860126100	0.4893811560	0.3680687320
187	0.5862500440	0.3871339410	0.3672522880
188	0.5884045380	0.3859766580	0.3655394790
189	0.5864925310	0.3867964960	0.3657113580
190	0.5845458440	0.3866783740	0.3668289990
191	0.5857805640	0.3846795440	0.3678028770
192	0.6940225970	0.3843420300	0.3643781580
193	0.5876353910	0.3879077020	0.3702450800
194	0.5870676600	0.3831594960	0.3660405610
195	0.5879746140	0.4871104910	0.4798256570
196	0.6136857440	0.3836712500	0.3647262770
197	0.5823527280	0.3859551170	0.3655667410
198	0.5855124720	0.3835630250	0.3645869360
199	0.5859500230	0.3850739120	0.3636399540
200	0.6377476880	0.4667517030	0.3683893060
201	0.5973316670	0.3853885120	0.3658485670
202	0.5846541210	0.3995177910	0.3661633710
203	0.6427653190	0.3871638710	0.3668270060
204	0.5833332880	0.3993588900	0.3662460110
205	0.5884416660	0.3829074210	0.3677292390
206	0.5895706510	0.3884388190	0.3653466430
207	0.5857220100	0.3909031400	0.3673142220
208	0.5908510610	0.3833688350	0.3653608130
209	0.6077476740	0.3853810340	0.3688809890
210	0.5903846250	0.3856170310	0.3663241810
211	0.5868509420	0.4240470420	0.3680860540
212	0.6197023270	0.3856428330	0.3675470790
213	0.5850601570	0.3997299230	0.3663473580
214	0.5881973250	0.3848273260	0.3693943330
215	0.5861458480	0.3868558540	0.3665636200
216	0.5864195750	0.4022100750	0.3661029960
217	0.5900186490	0.3866442140	0.3655423750
218	0.5872468130	0.3856953260	0.3656818190
219	0.5851455440	0.3871125890	0.3729272350
220	0.5884501580	0.3838142040	0.3661787340
221	0.5932672940	0.3840392240	0.3669800740
222	0.6375764860	0.3843981450	0.3668277260
223	0.5876495780	0.3852944540	0.3667019840
224	0.5831917820	0.3853312040	0.3685594860
225	0.5872915160	0.3872176360	0.3673711190
226	0.5887278910	0.3834039450	0.3676397310
227	0.5863760180	0.4918612920	0.4766708020
228	0.5906080130	0.3902313060	0.3656191990
229	0.6453943810	0.3852025340	0.4743587040
230	0.5960680750	0.3859310020	0.3675645160
231	0.5868121880	0.3847110950	0.3661785070
232	0.6529167730	0.3876359400	0.3647115660
233	0.5901398930	0.3863121310	0.3669890140
234	0.5828255260	0.3848379590	0.3639437780
235	0.5870199520	0.3866126880	0.3734362240
236	0.5845528610	0.3834204070	0.4275332880
237	0.6878358870	0.3853252690	0.3646569320
